ticker,open,high,low,close,volume,amount,marketCap,shares,foreignersRate,exhaustionRate,BPS,PER,PBR,EPS,DIV,DPS,name,market,KRXIndustry,products,IPO,industryCode,industryName,sectorCode,sectorName
001460,36000.0,36400.0,35700.0,36200.0,1556.0,56143150.0,226110630000.0,6246150.0,4.6601562,4.6601562,66074.0,16.42,0.55,2205.0,0.97,350.0,BYC,KOSPI,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",19750602,WI310,"화장품,의류",G25,경기관련소비재
083790,1624.0,1625.0,1560.0,1570.0,194409.0,306194454.0,120723865740.0,76894182.0,2.7207031,2.7207031,1072.0,0.0,1.46,0.0,0.0,0.0,CG인바이츠,KOSDAQ,자연과학 및 공학 연구개발업,아셀렉스,20060106,WI410,건강관리,G35,건강관리
001040,178500.0,178500.0,170500.0,172900.0,175818.0,30347234250.0,5044702954200.0,29176998.0,14.09375,14.09375,162804.0,57.77,1.06,2993.0,1.74,3000.0,CJ,KOSPI,기타 금융업,지주회사,19730629,WI250,"상사,자본재",G20,산업재
079160,5090.0,5130.0,5030.0,5040.0,404271.0,2045566525.0,834529424400.0,165581235.0,4.53125,4.53125,4177.0,0.0,1.21,0.0,0.0,0.0,CJ CGV,KOSPI,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",20041224,WI331,미디어,G50,커뮤니케이션서비스
035760,70800.0,70900.0,69500.0,70500.0,37181.0,2609377600.0,1546005357000.0,21929154.0,18.84375,38.46875,134764.0,0.0,0.52,0.0,0.0,0.0,CJ ENM,KOSDAQ,텔레비전 방송업,"의류, 생활주방, 가전제품, 보석, 기타",19991123,WI331,미디어,G50,커뮤니케이션서비스
311690,9500.0,9500.0,9330.0,9330.0,7992.0,74880860.0,121900760460.0,13065462.0,2.109375,2.109375,5951.0,0.0,1.57,0.0,0.0,0.0,CJ 바이오사이언스,KOSDAQ,자연과학 및 공학 연구개발업,"생명정보 플랫폼, 마이크로바이옴 분석 서비스",20191226,WI410,건강관리,G35,건강관리
000120,84000.0,84000.0,82200.0,82600.0,58943.0,4873953950.0,1884299614400.0,22812344.0,13.6796875,13.6796875,197983.0,6.83,0.42,12088.0,0.97,800.0,CJ대한통운,KOSPI,도로 화물 운송업,"Contract Logistics, 포워딩, 항만하역, 해운, 택배국제특송, SCM Consulting",19560702,WI260,운송,G20,산업재
011150,2780.0,2785.0,2745.0,2750.0,123094.0,339018531.0,98809625750.0,35930773.0,0.83984375,0.83984375,2315.0,19.78,1.19,139.0,0.0,0.0,CJ씨푸드,KOSPI,기타 식품 제조업,"수산물(어묵,맛살)가공품 도매,원양수산업,수출입",19881126,WI400,필수소비재,G30,필수소비재
097950,237500.0,237500.0,232500.0,233500.0,60134.0,14050520250.0,3515152431000.0,15054186.0,16.953125,16.953125,490755.0,25.26,0.48,9244.0,2.57,6000.0,CJ제일제당,KOSPI,기타 식품 제조업,"설탕,소맥분,조미식품,육가공식품(돈육,돼지비계,돼지식용설육),대두가공식품,사료,의약품,생활화학제품 제조,도매,무역/통신판매",20070928,WI400,필수소비재,G30,필수소비재
051500,26150.0,26150.0,25600.0,25750.0,15195.0,392370125.0,305693339500.0,11871586.0,13.53125,13.53125,34990.0,11.79,0.74,2184.0,1.75,450.0,CJ프레시웨이,KOSDAQ,음·식료품 및 담배 도매업,"식자재유통, 단체급식",20010726,WI400,필수소비재,G30,필수소비재
058820,1900.0,1902.0,1838.0,1843.0,551899.0,1025383710.0,272473143269.0,147842183.0,4.53125,4.53125,1365.0,97.0,1.35,19.0,0.0,0.0,CMG제약,KOSDAQ,의약품 제조업,의약품,20010831,WI410,건강관리,G35,건강관리
056730,671.0,671.0,657.0,669.0,9322.0,6203258.0,49580383434.0,74111186.0,1.2802734,1.2802734,1021.0,0.0,0.66,0.0,0.0,0.0,CNT85,KOSDAQ,건물 건설업,산업설비 제조외,20020104,WI220,건설,G20,산업재
000480,4790.0,4820.0,4790.0,4800.0,79986.0,383988645.0,225074352000.0,46890490.0,0.97998047,0.97998047,14790.0,0.0,0.32,0.0,8.54,410.0,CR홀딩스,KOSPI,"내화, 비내화 요업제품 제조업","내화연와(정형,부정형,S/N,CCN),단열벽돌,스라이딩노즐,연주용 특수내화물 제조",19780630,WI200,비철금속,G15,소재
065770,900.0,1060.0,898.0,934.0,4639535.0,4626294297.0,18129995420.0,19411130.0,3.5996094,3.5996094,957.0,16.68,0.98,56.0,0.0,0.0,CS,KOSDAQ,통신 및 방송 장비 제조업,"이동통신중계기, 위성방송(DMB)중계기(Gap-Filler)",20040604,WI610,IT하드웨어,G45,IT
083660,762.0,773.0,731.0,748.0,2354920.0,1756403537.0,45812891388.0,61247181.0,1.4804688,1.4804688,267.0,0.0,2.8,0.0,0.0,0.0,CSA 코스믹,KOSDAQ,기타 화학제품 제조업,화장품 제조 및 판매,20060725,WI310,"화장품,의류",G25,경기관련소비재
000590,79900.0,80300.0,78000.0,78000.0,2588.0,203165600.0,90049596000.0,1154482.0,3.5292969,3.5292969,305543.0,2.65,0.26,29452.0,0.64,500.0,CS홀딩스,KOSPI,기타 금융업,"브랜드 수익, 자회사 배당",19751222,WI210,철강,G15,소재
012030,1501.0,1501.0,1459.0,1460.0,479214.0,702686003.0,293713942180.0,201173933.0,1.2402344,1.2402344,2060.0,3.0,0.71,486.0,0.0,0.0,DB,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리",19930106,WI602,IT서비스,G45,IT
005830,134300.0,134400.0,128200.0,129500.0,215394.0,27890534700.0,9168600000000.0,70800000.0,44.53125,44.53125,154832.0,4.2,0.84,30838.0,5.25,6800.0,DB손해보험,KOSPI,보험업,"자동차보험,화재보험,해상보험,특종보험,장기보험",19730628,WI520,보험,G40,금융
016610,10100.0,10100.0,9870.0,10050.0,174154.0,1739195310.0,426586209450.0,42446389.0,7.328125,7.328125,25569.0,8.15,0.39,1233.0,3.98,400.0,DB증권,KOSPI,금융 지원 서비스업,"유가증권,위탁매매,인수,자기매매",19880627,WI510,증권,G40,금융
000990,60000.0,60600.0,58700.0,59300.0,267519.0,15856924100.0,2579822068400.0,43504588.0,30.453125,30.453125,47181.0,10.74,1.26,5520.0,2.07,1230.0,DB하이텍,KOSPI,반도체 제조업,반도체 제조,19751212,WI620,반도체,G45,IT
099520,0.0,0.0,0.0,1284.0,0.0,0.0,58141862016.0,45281824.0,0.9199219,0.9199219,578.0,47.56,2.22,27.0,0.0,0.0,DGI,KOSDAQ,영상 및 음향기기 제조업,"DVR,유선통신기기 제조,무역/소프트웨어 자문,연구개발,기술용역",20091222,__industryCode__,__industryName__,__sectorCode__,__sectorName__
060900,1455.0,1455.0,1388.0,1391.0,194643.0,276401039.0,41605830994.0,29910734.0,1.0097656,1.0097656,1621.0,0.0,0.86,0.0,0.0,0.0,DGP,KOSDAQ,전기업,풍력 및 태양광 발전업,20020917,WI100,에너지,G10,에너지
000300,0.0,0.0,0.0,1984.0,0.0,0.0,162944308992.0,82129188.0,0.6899414,0.6899414,426.0,0.35,4.66,5650.0,0.0,0.0,DH오토넥스,KOSPI,자동차 신품 부품 제조업,"유,무선 통신장비",19750609,WI300,자동차,G25,경기관련소비재
290120,2245.0,2310.0,2220.0,2295.0,35025.0,79073030.0,36316651455.0,15824249.0,0.66015625,0.66015625,5558.0,15.61,0.41,147.0,3.49,80.0,DH오토리드,KOSDAQ,자동차 신품 부품 제조업,자동차 스티어링휠,20181207,WI300,자동차,G25,경기관련소비재
025440,839.0,841.0,813.0,825.0,90398.0,73961008.0,40244509800.0,48781224.0,0.0,0.0,1880.0,0.0,0.44,0.0,0.0,0.0,DH오토웨어,KOSDAQ,영상 및 음향기기 제조업,카멀티미디어 및 TFT-LCD 부품제조..,19950522,WI300,자동차,G25,경기관련소비재
001530,19500.0,19500.0,18820.0,18860.0,78213.0,1483197755.0,372094220800.0,19729280.0,6.1289062,6.1289062,27850.0,241.79,0.68,78.0,1.33,250.0,DI동일,KOSPI,상품 중개업,"면사,화섬사,면포,혼방포,스포츠웨어용 신합섬 제조,도매,수출",19640104,WI310,"화장품,의류",G25,경기관련소비재
015590,0.0,0.0,0.0,515.0,0.0,0.0,122045495160.0,236981544.0,9.3984375,9.3984375,535.0,51.5,0.96,10.0,0.0,0.0,DKME,KOSPI,일반 목적용 기계 제조업,"열교환기,압력용기,저장탱크,산업용보일러 제조",19890527,WI230,기계,G20,산업재
000210,41600.0,41650.0,40550.0,41600.0,109082.0,4487113450.0,871764774400.0,20955884.0,14.15625,14.15625,181662.0,10.54,0.23,3948.0,2.4,1000.0,DL,KOSPI,기초 화학물질 제조업,지주회사,19760202,WI110,화학,G15,소재
375500,43700.0,45700.0,43700.0,44300.0,516568.0,22996374900.0,1714127498900.0,38693623.0,32.15625,32.15625,114139.0,8.18,0.39,5413.0,1.22,540.0,DL이앤씨,KOSPI,토목 건설업,토목 건설 사업,20210125,WI220,건설,G20,산업재
068790,0.0,0.0,0.0,6330.0,0.0,0.0,149939488590.0,23687123.0,3.4902344,3.4902344,14570.0,7.47,0.43,847.0,1.58,100.0,DMS,KOSDAQ,특수 목적용 기계 제조업,LCD 제조장비,20041001,WI640,디스플레이,G45,IT
007340,23600.0,23600.0,23100.0,23500.0,76465.0,1781061150.0,1375005327500.0,58510865.0,3.8300781,3.8300781,33645.0,3.78,0.7,6222.0,4.26,1000.0,DN오토모티브,KOSPI,일차전지 및 이차전지 제조업,자동차용 밧데리,19880924,WI300,자동차,G25,경기관련소비재
004840,4825.0,4825.0,4745.0,4750.0,11944.0,56905055.0,94667500000.0,19930000.0,1.5996094,1.5996094,20777.0,9.67,0.23,491.0,2.11,100.0,DRB동일,KOSPI,고무제품 제조업,"고무벨트(V벨트,콘베이어벨트,평벨트),프라스틱제품 제조,판매",19760521,WI300,자동차,G25,경기관련소비재
241520,7820.0,7840.0,7500.0,7520.0,763712.0,5818064620.0,203040000000.0,27000000.0,6.328125,6.328125,4308.0,18.57,1.75,405.0,0.53,40.0,DSC인베스트먼트,KOSDAQ,신탁업 및 집합투자업,투자조합 결성 및 투자,20161219,WI500,은행,G40,금융
155660,3870.0,3870.0,3815.0,3850.0,8870.0,34038350.0,61600000000.0,16000000.0,1.2802734,1.2802734,14456.0,4.24,0.27,907.0,1.82,70.0,DSR,KOSPI,1차 비철금속 제조업,합섬섬유로프,20130515,WI200,비철금속,G15,소재
069730,3720.0,3760.0,3690.0,3750.0,13841.0,51531500.0,54000000000.0,14400000.0,7.8710938,7.8710938,11477.0,0.0,0.33,0.0,2.67,100.0,DSR제강,KOSPI,1차 철강 제조업,"와이어로프,각종 경강선,철선제품,PC강선,아연도 강연선 제조",20030128,WI210,철강,G15,소재
017860,22100.0,22250.0,21400.0,21550.0,104650.0,2267602300.0,378939768600.0,17584212.0,3.1191406,3.1191406,15941.0,0.0,1.35,0.0,0.0,0.0,DS단석,KOSPI,기타 화학제품 제조업,바이오에너지,20231222,WI110,화학,G15,소재
180400,2070.0,2090.0,1977.0,1999.0,290068.0,580706071.0,98389644568.0,49219432.0,9.2734375,9.2734375,284.0,0.0,7.04,0.0,0.0,0.0,DXVX,KOSDAQ,기타 과학기술 서비스업,BAC DNA CHIP,20151120,__industryCode__,__industryName__,__sectorCode__,__sectorName__
092780,3575.0,3620.0,3560.0,3565.0,6987.0,24998630.0,46945559900.0,13168460.0,1.2197266,1.2197266,10894.0,5.31,0.33,672.0,2.24,80.0,DYP,KOSPI,자동차용 엔진 및 자동차 제조업,자동차엔진용 피스톤,20171208,WI300,자동차,G25,경기관련소비재
017940,75700.0,75700.0,74200.0,74900.0,12581.0,938465350.0,513814000000.0,6860000.0,4.9804688,4.9804688,287645.0,6.89,0.26,10873.0,4.61,3450.0,E1,KOSPI,기타 전문 도매업,"LPG(프로판,부탄가스),가스기기판매",19970827,WI800,유틸리티,G55,유틸리티
418620,2335.0,2350.0,2285.0,2340.0,62756.0,145691321.0,30070116180.0,12850477.0,1.2197266,1.2197266,714.0,0.0,3.28,0.0,0.0,0.0,E8,KOSDAQ,소프트웨어 개발 및 공급업,"CFD 시뮬레이션 소프트웨어, 디지털트윈 플랫폼",20240223,WI602,IT서비스,G45,IT
245620,0.0,0.0,0.0,415.0,0.0,0.0,57474989665.0,138493951.0,4.5507812,4.5507812,25.0,0.0,16.6,0.0,0.0,0.0,EDGC,KOSDAQ,자연과학 및 공학 연구개발업,유전체 분석 진단 서비스,20180626,WI410,건강관리,G35,건강관리
037370,6160.0,6460.0,6080.0,6320.0,112905.0,713954960.0,54509823040.0,8624972.0,2.3691406,2.3691406,6681.0,0.0,0.95,0.0,0.0,0.0,EG,KOSDAQ,기초 화학물질 제조업,"산화철, 대기수처리방지시설, 무역",20000111,WI200,비철금속,G15,소재
365550,4415.0,4425.0,4380.0,4410.0,296028.0,1302057722.0,1085252490000.0,246089000.0,39.125,39.125,,,,,,,ESR켄달스퀘어리츠,KOSPI,부동산 임대 및 공급업,부동산투자,20201223,WI999,리츠,G99,리츠
050120,2965.0,2995.0,2885.0,2890.0,57079.0,166764509.0,39200208540.0,13564086.0,2.6992188,2.6992188,6413.0,42.5,0.45,68.0,0.0,0.0,ES큐브,KOSDAQ,생활용품 도매업,"텐트, 원 ·부자재",20020425,WI310,"화장품,의류",G25,경기관련소비재
383220,65500.0,65500.0,63000.0,63400.0,81225.0,5156170550.0,2428668555000.0,38307075.0,10.953125,10.953125,41565.0,6.67,1.53,9504.0,2.68,1700.0,F&F,KOSPI,봉제의복 제조업,"MLB, MLB KIDS, DISCOVERY 등 패션의류제품",20210521,WI310,"화장품,의류",G25,경기관련소비재
007700,18680.0,18680.0,18110.0,18250.0,15640.0,284243200.0,713837197750.0,39114367.0,0.47998047,0.47998047,56520.0,6.67,0.32,2738.0,2.47,450.0,F&F홀딩스,KOSPI,기타 금융업,지주회사,19841004,WI310,"화장품,의류",G25,경기관련소비재
214270,2075.0,2100.0,2045.0,2070.0,159618.0,329658288.0,90440285130.0,43690959.0,0.0,0.0,1800.0,0.0,1.15,0.0,0.0,0.0,FSN,KOSDAQ,소프트웨어 개발 및 공급업,카울리,20150325,WI601,소프트웨어,G50,커뮤니케이션서비스
130500,2520.0,2520.0,2480.0,2505.0,28323.0,70721645.0,36435355260.0,14545052.0,1.9199219,1.9199219,5920.0,7.06,0.42,355.0,0.0,0.0,GH신소재,KOSDAQ,기타 섬유제품 제조업,"자동차용 부직포, 폴리우레탄 폼",20130802,WI300,자동차,G25,경기관련소비재
114090,16590.0,16590.0,15930.0,16030.0,348613.0,5604317765.0,991546390100.0,61855670.0,16.875,16.875,6686.0,30.02,2.4,534.0,1.76,282.0,GKL,KOSPI,유원지 및 기타 오락관련 서비스업,카지노,20091119,WI320,"호텔,레저",G25,경기관련소비재
900290,2950.0,2950.0,2840.0,2855.0,188963.0,544128745.0,230826750000.0,80850000.0,78.5625,78.5625,,,,,,,GRT,KOSDAQ,기타 금융업,"광학필름, 포장필름",20161025,WI110,화학,G15,소재
078930,49100.0,49300.0,48300.0,49150.0,267177.0,13036811800.0,4566790828700.0,92915378.0,15.5703125,15.5703125,148685.0,8.21,0.33,5988.0,5.49,2700.0,GS,KOSPI,기타 금융업,지주회사/부동산 임대,20040805,WI100,에너지,G10,에너지
083450,25850.0,25850.0,24600.0,25550.0,222147.0,5609556650.0,470886500000.0,18430000.0,14.4375,14.4375,14527.0,10.31,1.76,2479.0,1.17,300.0,GST,KOSDAQ,특수 목적용 기계 제조업,"GasScrubber,Chiller",20060201,WI620,반도체,G45,IT
006360,19100.0,19290.0,18920.0,19100.0,530957.0,10151902505.0,1634606459000.0,85581490.0,24.765625,24.765625,51998.0,6.6,0.37,2893.0,1.57,300.0,GS건설,KOSPI,건물 건설업,"토목공사,건축공사,주택공사,산업플랜트공사,리모델링공사,시설물유지관리공사/산업설비설계,감리 용역,수출입/에너지관리 진단,연구개발",19810803,WI220,건설,G20,산업재
001250,2520.0,2560.0,2500.0,2515.0,548726.0,1380171138.0,207572416460.0,82533764.0,2.2109375,2.2109375,6449.0,3.83,0.39,657.0,0.99,25.0,GS글로벌,KOSPI,상품 종합 도매업,"수출입업(시멘트,철강금속,전기전자,섬유,기계화학),상품중개,광업,채석업/하수처리 서비스/부동산 임대",19760626,WI250,"상사,자본재",G20,산업재
007070,18500.0,18520.0,17850.0,17950.0,175149.0,3177766910.0,1500753099250.0,83607415.0,9.7890625,9.7890625,38375.0,718.0,0.47,25.0,2.79,500.0,GS리테일,KOSPI,종합 소매업,"체인화 편의점,슈퍼마켓,마트,전자상거래/부동산(빌딩) 임대",20111223,WI340,소매(유통),G25,경기관련소비재
499790,40700.0,41000.0,38100.0,38400.0,194536.0,7543105825.0,761504294400.0,19830841.0,12.7265625,12.7265625,42282.0,0.0,0.91,0.0,0.0,0.0,GS피앤엘,KOSPI,기타 금융업,지주회사,20241223,WI320,"호텔,레저",G25,경기관련소비재
297890,2635.0,2670.0,2575.0,2615.0,330783.0,862116849.0,191263490110.0,73140914.0,4.3710938,4.3710938,3021.0,0.0,0.87,0.0,1.15,30.0,HB솔루션,KOSDAQ,특수 목적용 기계 제조업,"디스플레이 제조용 장비(도포기, 조립기, 검사기)",20200622,WI640,디스플레이,G45,IT
440290,2200.0,2210.0,2175.0,2185.0,86329.0,188546905.0,59228816850.0,27107010.0,1.9404297,1.9404297,3222.0,9.67,0.68,226.0,9.15,200.0,HB인베스트먼트,KOSDAQ,기타 금융업,벤처투자조합 등 조합 결성 및 운영,20240125,WI500,은행,G40,금융
078150,2065.0,2120.0,2010.0,2025.0,2138133.0,4391939130.0,187749729900.0,92715916.0,1.2001953,1.2001953,2889.0,0.0,0.7,0.0,0.99,20.0,HB테크놀러지,KOSDAQ,특수 목적용 기계 제조업,TFT-LCD검사장비,20041208,WI640,디스플레이,G45,IT
225530,2945.0,2960.0,2860.0,2880.0,57772.0,167178603.0,104655533760.0,36338727.0,0.58984375,0.58984375,2745.0,20.0,1.05,144.0,5.21,150.0,HC보광산업,KOSDAQ,기타 비금속 광물제품 제조업,"콘크리트용 부순골재, 아스콘, 레미콘",20151217,WI220,건설,G20,산업재
060560,692.0,698.0,680.0,688.0,86860.0,59564649.0,87836633200.0,127669525.0,1.7695312,1.7695312,1323.0,18.59,0.52,37.0,4.36,30.0,HC홈센타,KOSDAQ,기타 전문 도매업,"건축자재,레미콘",20020711,WI220,건설,G20,산업재
012630,19250.0,19250.0,18670.0,18760.0,141650.0,2670853005.0,1120754685960.0,59741721.0,21.0625,21.0625,52784.0,6.46,0.36,2903.0,1.87,350.0,HDC,KOSPI,기타 금융업,지주회사,19961016,WI220,건설,G20,산업재
039570,8220.0,8260.0,8100.0,8170.0,18358.0,149786110.0,212073600170.0,25957601.0,4.53125,4.53125,11586.0,9.89,0.71,826.0,5.51,450.0,HDC랩스,KOSPI,전기 및 통신 공사업,"기계설비공사, 스마트홈, 지능형 빌딩, SOC, 인테리어, 조경, 시설관리",20150924,WI220,건설,G20,산업재
089470,3980.0,3980.0,3890.0,3930.0,40677.0,158771520.0,125367000000.0,31900000.0,2.359375,2.359375,12861.0,5.54,0.31,709.0,3.56,140.0,HDC현대EP,KOSPI,기타 화학제품 제조업,"합성수지(PP컴파운딩가공,자동차범퍼,내장제) 제조,도소매",20060925,WI300,자동차,G25,경기관련소비재
294870,20200.0,20250.0,19710.0,19900.0,303597.0,6041028090.0,1311555867000.0,65907330.0,18.484375,18.484375,48537.0,8.2,0.41,2427.0,3.52,700.0,HDC현대산업개발,KOSPI,건물 건설업,"외주주택, 자체공사, 일반건축, 토목 등",20180612,WI220,건설,G20,산업재
009540,467000.0,468500.0,445500.0,462000.0,292884.0,133847389250.0,32697179592000.0,70773116.0,32.6875,32.6875,156961.0,27.87,2.94,16578.0,1.1,5100.0,HD한국조선해양,KOSPI,기타 금융업,"선박,해양구조물,엔진,펌프 전동기,중전기,중장비 제조/자동창고,물류시스템",19990824,WI240,조선,G20,산업재
267250,212000.0,212500.0,201000.0,209500.0,204257.0,42274829750.0,16549051307500.0,78993085.0,25.453125,25.453125,122761.0,29.09,1.71,7203.0,1.72,3600.0,HD현대,KOSPI,기타 금융업,지주회사,20170510,WI100,에너지,G10,에너지
267270,108000.0,120000.0,108000.0,111400.0,872583.0,99262949150.0,1933638088200.0,17357613.0,16.75,16.75,93865.0,19.91,1.19,5595.0,0.45,500.0,HD현대건설기계,KOSPI,일반 목적용 기계 제조업,"굴삭기, 지게차, 휠로더 등",20170510,WI230,기계,G20,산업재
443060,257000.0,257000.0,239000.0,246000.0,113614.0,27793299750.0,11027985660000.0,44829210.0,30.0625,30.0625,17402.0,46.38,14.14,5304.0,1.28,3150.0,HD현대마린솔루션,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업","AM(After Market) 솔루션, 친환경 Retrofit, 디지털 제어",20240508,WI240,조선,G20,산업재
071970,99900.0,101000.0,96000.0,98600.0,318407.0,31256771600.0,3344659407000.0,33921495.0,13.4921875,13.4921875,9120.0,40.1,10.81,2459.0,0.0,0.0,HD현대마린엔진,KOSPI,일반 목적용 기계 제조업,"조선기자재, 기계부품",20090515,WI240,조선,G20,산업재
010620,241500.0,245500.0,230000.0,238000.0,435197.0,103153743250.0,9506231462000.0,39942149.0,21.796875,21.796875,51353.0,89.95,4.63,2646.0,0.3,710.0,HD현대미포,KOSPI,선박 및 보트 건조업,"선박수리,선박개조,선박신조",19831220,WI240,조선,G20,산업재
322000,58500.0,59500.0,55900.0,59200.0,168040.0,9709107750.0,663040000000.0,11200000.0,13.2109375,13.2109375,33007.0,5920.0,1.79,10.0,0.0,0.0,HD현대에너지솔루션,KOSPI,반도체 제조업,"태양광 셀·모듈, PV시스템, ESS",20191119,WI100,에너지,G10,에너지
042670,16990.0,18300.0,16880.0,17390.0,5427587.0,95361330595.0,3284123028820.0,188851238.0,15.9765625,15.9765625,9602.0,31.28,1.81,556.0,0.4,70.0,HD현대인프라코어,KOSPI,특수 목적용 기계 제조업,"굴착기,엔진 제조,도소매",20010202,WI230,기계,G20,산업재
267260,841000.0,873000.0,832000.0,852000.0,187100.0,159853368306.0,30712159020000.0,36047135.0,36.90625,36.90625,41725.0,61.14,20.42,13935.0,0.63,5350.0,HD현대일렉트릭,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","변압기, 고압차단기, 회전기, 배전반 등",20170510,WI230,기계,G20,산업재
329180,598000.0,614000.0,574000.0,595000.0,224414.0,132899553000.0,52820004020000.0,88773116.0,11.4296875,11.4296875,64259.0,84.99,9.26,7001.0,0.35,2090.0,HD현대중공업,KOSPI,선박 및 보트 건조업,"선박, 해양플랜트 및 엔진기계 등",20210917,WI240,조선,G20,산업재
097230,30050.0,31500.0,28650.0,30300.0,8116819.0,243973896775.0,2735948923200.0,90295344.0,1.0703125,1.0703125,4125.0,473.44,7.35,64.0,0.0,0.0,HJ중공업,KOSPI,토목 건설업,"선박건조,기계플랜트 제조/토목공사,건축공사,조경공사,전기공사,가스공사,준설공사,기계설비공사",20070831,WI220,건설,G20,산업재
195940,50800.0,50800.0,47750.0,48850.0,541654.0,26601946775.0,1383915175350.0,28329891.0,10.84375,10.84375,44172.0,22.47,1.11,2174.0,0.72,350.0,HK이노엔,KOSDAQ,의약품 제조업,"전문의약품, 숙취해소음료",20210809,WI410,건강관리,G35,건강관리
014790,2485.0,2540.0,2400.0,2455.0,312747.0,766123950.0,92942865455.0,37858601.0,0.97998047,0.97998047,10129.0,9.52,0.24,258.0,0.0,0.0,HL D&I,KOSPI,토목 건설업,"토목,건축,전기,환경사업,준설공사,포장공사,주택,중기임대",19940812,WI220,건설,G20,산업재
028300,48800.0,49700.0,47250.0,48050.0,680024.0,32881714175.0,6316367486900.0,131454058.0,20.59375,20.59375,4397.0,0.0,10.93,0.0,0.0,0.0,HLB,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,"의료기기, 의약외품 등",19960727,WI410,건강관리,G35,건강관리
003580,2145.0,2200.0,2050.0,2105.0,221114.0,469065391.0,105916396690.0,50316578.0,4.4492188,4.4492188,1888.0,0.0,1.11,0.0,0.0,0.0,HLB글로벌,KOSPI,종합 소매업,"미디어커머스(카밈, 스파알), 식음료(콤부차, 잼시럽), 화장품(퍼플리쉬, 엘리샤코이) 등",19900323,WI340,소매(유통),G25,경기관련소비재
